website,name_of_meal,nutrition_values,preptime,attributes,allergens,ingredients,description
hellofresh,Ricotta Rigatoni Al Forno,"Calories 730kcal, Fat 25g, Saturated Fat 12g, Carbohydrate 98g, Sugar 19g, Dietary Fiber 10g, Protein 33g, Cholesterol 55mg, Sodium 1730mg, Trans Fat 1g, Potassium 1350mg, Calcium 600mg, Iron 5mg",,"Veggie, Optional Spice, Low CO2",,"Ricotta Cheese (Contains Milk) 100 g, Rigatoni (Contains Wheat) 170 g, Yellow Onion 1 unit(s), Baby Spinach 56 g, Garlic cloves 3 unit(s), Crushed Tomatoes with Garlic and Onion 1 unit(s), Mozzarella Cheese shredded (Contains Milk) ¾ cup, Vegetable Broth Concentrate (May contain Milk Sesame Gluten Egg Fish Mustard Crustaceans Soy Tree nuts Wheat Sulphites) 1 unit(s), Garlic Salt (May contain Milk Sesame Mustard Soy Tree nuts Wheat Sulphites Triticale Peanuts) 1 tsp, Chili Flakes (May contain Milk Sesame Mustard Soy Tree nuts Wheat Sulphites Triticale Peanuts) 1 tsp, Parsley 7 g","Just like Nonna's pasta al forno, this rigatoni bake is overflowing with cheese. Creamy ricotta and gooey mozzarella give this dish its rich deliciousness, while wholesome baby spinach adds a pop of bright, fresh flavour. Ingredients: Crushed tomatoes (crushed tomatoes, tomato puree, tomato paste, water, diced tomatoes, onion, garlic, salt, sugar, citric acid) • Rigatoni pasta (durum wheat semolina, niacin, ferrous sulphate, thiamine mononitrate, riboflavin, folic acid) (wheat) • Yellow onion • Ricotta cheese (pasteurized whey, pasteurized milk, citric acid, salt) (milk) • Mozzarella cheese (pasteurized milk, modified milk ingredients, water, cream, salt, fructose, calcium chloride, bacterial culture, microbial enzyme, microbial rennet, citric acid, sodium phosphate, sodium citrate, potassium sorbate, cellulose, natamycin) (milk) • Spinach • Vegetable broth concentrate (sugars (vegetable juice concentrates [tomato, mushroom, onion, carrot, celery], sugar, maltodextrin), salt, yeast extract, natural flavor) • Garlic • Parsley • Garlic salt (salt, garlic powder, silicon dioxide) • Chili flakes."
hellofresh,Carb Smart Manila-Style Beef Stew,"Calories 590kcal, Fat 33g, Saturated Fat 13g, Carbohydrate 44g, Sugar 8g, Dietary Fiber 5g, Protein 37g, Cholesterol 270mg, Sodium 1430mg, Trans Fat 0.5g, Potassium 1250mg, Calcium 150mg, Iron 5mg",,"Quick, Carb Smart",,"Ground Beef 250 g, Egg (Contains Egg) 2 unit(s), Mirepoix 113 g, Russet Potato 1 unit(s), Green Peas 56 g, Tomato Sauce Base (May contain Mustard Milk Tree nuts Fish Egg Sesame Crustaceans Gluten Sulphites Soy Wheat) 4 tbsp, Fish Sauce (Contains AnchoviesMay contain Mustard Milk Tree nuts Fish Egg Sesame Crustaceans Gluten Sulphites Soy Wheat) 1 tbsp, Crispy Shallots (Contains WheatMay contain Gluten) 28 g, Cream Sauce Spice Blend (Contains WheatMay contain Mustard Milk Tree nuts Sesame Sulphites Soy Peanuts) 1 tbsp, Soy Sauce (Contains Sulphites SoyMay contain Mustard Milk Fish Egg Sesame Wheat) ½ tbsp, Beef Broth Concentrate 2 unit(s)","This recipe pulls heavily from the Filipinx dinner time staple known as 'Giniling.' We've included many of the flavours in this stew. Traditionally served with steamed rice, this carb smart version opts instead to skip the starch in favour of doubling up on protein with the addition of jammy boiled eggs. Carb Smart (50 g carbohydrates or less) is based on a per serving calculation of the recipe's carbohydrate amount. Ingredients: Ground beef • Russet potato • Mirepoix (carrot, onion, celery) • Grade A egg • Tomato sauce (water, tomato paste, modified corn starch, soybean oil, phosphoric acid, xanthan gum, potassium sorbate, sodium benzoate) • Green peas • Crispy shallots (onion, palm oil, wheat flour, salt) (wheat) • Beef broth concentrate (beef stock, sugars (maltodextrin, sugar), beef flavor (flavoring, water, salt, dried beef stock, beef stock, yeast extract, xanthan gum, glutamic acid, tricalcium phosphate), beef fat, salt, yeast extract, xanthan gum) • Fish sauce (water, rice vinegar, salt, sugar, fish sauce powder (anchovies, maltodextrin), lime juice from concentrate, anchovies, disodium inosinate and guanylate, seasoning, yeast extract, xanthan gum, lactic acid, caramel, potassium sorbate, sodium benzoate) (anchovies) • Cream sauce spice blend (wheat flour, salt, garlic powder, onion powder, canola oil, silicon dioxide) (wheat) • Soy sauce (water, wheat, soybeans, salt, hydrolyzed soya protein, sugars (sugar, glucose solids, molasses, corn syrup solids), seasoning agents, caramel colour, licorice extract, modified cornstarch, citric acid, sodium benzoate, sodium propionate, potassium sorbate, alcohol) (soy, sulphites, wheat)."
hellofresh,Smart Chicken and Dal,"Calories 610kcal, Fat 22g, Saturated Fat 6g, Carbohydrate 52g, Sugar 13g, Dietary Fiber 11g, Protein 54g, Cholesterol 140mg, Sodium 1290mg, Trans Fat 0.3g, Potassium 1800mg, Calcium 175mg, Iron 5mg",,"Calorie Smart, Carb Smart, Low CO2",,"Chicken Breasts 2 unit(s), Dal Spice Blend (May contain Milk Soy Sulphites Triticale Wheat Tree nuts Sesame Mustard Peanuts) 1 tbsp, Red Lentils ½ cup, Tikka Sauce (Contains MilkMay contain Soy Sulphites Wheat Sesame Mustard Egg Crustaceans Fish Gluten) ½ cup, Shallot 1 unit(s), Baby Spinach 56 g, Cilantro 7 g, Chicken Stock Powder (Contains SoyMay contain Milk Sulphites Wheat Tree nuts Sesame Mustard Peanuts) 1 tbsp, Ginger-Garlic Puree (May contain Milk Soy Sulphites) 2 tbsp, Carrot 1 unit(s)","Tonight's dinner is warming, comforting and deliciously wholesome. Juicy chicken breasts are seared in our Dal Spice Blend, then baked to perfection before being added to a creamy dal curry. A generous sprinkling of frizzled shallots adds texture and so much flavour! Carb Smart (50 g carbohydrates or less) is based on a per serving calculation of the recipe's carbohydrate amount. Calorie Smart (650kcal or less) is based on a per serving calculation of the recipe's kilocalorie amount. Ingredients: Chicken breast • Carrots • Tikka curry sauce (water, tomato paste, onions, sugar, modified milk ingredients, soybean oil, vinegar, modified corn starch, salt, garlic, canola oil, concentrated lemon juice, garlic powder, onion powder, seasoning, spices, polysorbate 60, xanthan gum, citric acid, potassium sorbate, sodium benzoate) (milk) • Red lentils • Spinach • Shallot • Ginger garlic puree (garlic, water, ginger, soybean oil, spices, citric acid, xanthan gum, potassium sorbate) • Chicken stock powder (salt, sugars (dextrose, corn syrup solids, sugar), chicken fat, corn starch, hydrolyzed vegetable proteins(corn, soy), dehydrated onion, yeast extract, spices and herb, spice extracts, dehydrated chicken, citric acid, turmeric extract, turmeric, disodium inosinate, disodium guanylate, natural flavour) (soy) • Cilantro • Dal spice blend (spices, garlic powder, salt, canola oil, silicon dioxide)."
hellofresh,Smart Roasted Pork Chops,"Calories 670kcal, Fat 35g, Saturated Fat 15g, Carbohydrate 42g, Sugar 8g, Dietary Fiber 6g, Protein 48g, Cholesterol 155mg, Sodium 2330mg, Trans Fat 1g, Potassium 1900mg, Calcium 100mg, Iron 4mg",,"Calorie Smart, Carb Smart",,"Pork Chops boneless 340 g, Cauliflower 285 g, Chicken Broth Concentrate 1 unit(s), Shallot 1 unit(s), Garlic Salt (May contain Milk Sulphites Wheat Tree nuts Triticale Mustard Soy Sesame Peanuts) 1 tsp, Dijon Mustard (Contains MustardMay contain Milk Sulphites Wheat Soy Sesame Fish Egg Crustaceans Gluten) 1 tbsp, All-Purpose Flour (Contains WheatMay contain Milk Sulphites Tree nuts Mustard Soy Sesame Peanuts Fish Egg Crustaceans Gluten) 1 tbsp, Zucchini 1 unit(s), Montreal Spice Blend (Contains MustardMay contain Milk Sulphites Wheat Tree nuts Soy Sesame Peanuts) 1 tbsp, Russet Potato 1 unit(s), Soy Sauce (Contains Sulphites SoyMay contain Milk Wheat Mustard Sesame Fish Egg) ½ tbsp","There's a new side dish in town — cauliflower-potato mash! The low-carb cousin of mashed potatoes is just as satisfying served alongside tangy roasted pork chops. Spoon aromatic shallot gravy over everything for a decadent finish. Carb Smart (50 g carbohydrates or less) is based on a per serving calculation of the recipe's carbohydrate amount. Calorie Smart (650kcal or less) is based on a per serving calculation of the recipe's kilocalorie amount. Ingredients: Pork chop • Cauliflower • Russet potato • Zucchini • Shallot • Dijon mustard (water, mustard seed, mustard flour, vinegar, salt, white wine, spices, xanthan gum, citric acid, tartaric acid) (mustard) • Montreal spice blend (salt, spices (including mustard) and herbs, dehydrated garlic, palm oil, spice extracts) (mustard) • Chicken broth concentrate (sugars (maltodextrin, sugar), chicken stock, chicken fat, chicken flavor (chicken broth, salt, flavoring, water, glutamic acid, chicken fat, chicken powder, xanthan gum, organic sunflower oil), salt, yeast extract, xanthan gum, natural flavor) • All-purpose flour (wheat) • Soy sauce (water, wheat, soybeans, salt, hydrolyzed soya protein, sugars (sugar, glucose solids, molasses, corn syrup solids), seasoning agents, caramel colour, licorice extract, modified cornstarch, citric acid, sodium benzoate, sodium propionate, potassium sorbate, alcohol) (soy, sulphites, wheat) • Garlic salt (salt, garlic powder, silicon dioxide)."
hellofresh,SuperQuick BBQ-Spiced Turkey Flatbreads,"Calories 870kcal, Fat 48g, Saturated Fat 16g, Carbohydrate 63g, Sugar 8g, Dietary Fiber 6g, Protein 47g, Cholesterol 165mg, Sodium 2100mg, Trans Fat 1g, Potassium 1100mg, Calcium 550mg, Iron 6mg",,"SuperQuick, Spicy",,"Ground Turkey 250 g, Flatbread (Contains Soy Milk WheatMay contain Gluten Mustard) 2 unit(s), Hot Sauce (May contain Gluten Mustard Milk Sulphites Fish Sesame Tree nuts Soy Crustaceans Wheat Egg) 2 tbsp, Mozzarella Cheese shredded (Contains Milk) ¾ cup, Ranch Dressing (Contains Milk EggMay contain Mustard Sulphites Fish Sesame Tree nuts Soy Wheat) 2 tbsp, Cauliflower 285 g, Green Onion 1 unit(s), Cream Cheese (Contains Milk) 1 unit(s), BBQ Seasoning (Contains SulphitesMay contain Mustard Milk Sesame Tree nuts Soy Wheat Peanuts) 1 tbsp","This easy and delicious flatbread pizza is both spicy and savoury — perfect for those who crave bold flavours. Topped with tender turkey, roasted cauliflower and a drizzle of ranch, it's a unique twist on pizza night. Ingredients: Cauliflower • Ground turkey • Flatbread (enriched wheat flour, water, canola oil, yogurt (milk ingredients, modified corn starch, carrageenan, pectin, active bacterial culture), milk, yeast, buttermilk, sugar, vinegar, salt, wheat gluten, corn flour, guar gum, vegetable monoglycerides, baking powder, soy lecithin, natural flavours, calcium propionate, potassium sorbate, calcium propionate, sodium bicarbonate, sorbic acid, enzymes) (milk, soy, wheat) • Mozzarella cheese (pasteurized milk, modified milk ingredients, water, cream, salt, fructose, calcium chloride, bacterial culture, microbial enzyme, microbial rennet, citric acid, sodium phosphate, sodium citrate, potassium sorbate, cellulose, natamycin) (milk) • Cream cheese (milk ingredients, modified milk ingredients, salt, bacterial culture, lactic acid, guar gum, carob bean gum, xanthan gum, potassium sorbate) (milk) • Hot sauce (aged cayenne peppers, white vinegar, water, salt, spice, garlic powder, xanthan gum, acetic acid) • Ranch dressing (canola and/or soya oil, buttermilk (partly skimmed milk, salt, bacterial culture), white vinegar, water, sugar, salt, frozen egg yolk, spices, polysorbate 60, xanthan gum, natural flavour, monosodium glutamate, lactic acid, sodium benzoate, calcium lactate, calcium disodium EDTA) (egg, milk) • Green onion • BBQ seasoning (sugar (sugar, maltodextrin, brown sugar, molasses powder), salt, tomato powder, paprika powder, spices, garlic powder, onion powder, worcestershire sauce powder (maltodextrin, worcestershire sauce (distilled vinegar, molasses, corn syrup, salt, caramel color, garlic powder, sugar, spices(celery seed), tamarind, natural flavor, sulphite), silicon dioxide), canola oil, citric acid, herbs, sodium diacetate, silicon dioxide (anti-caking agent), natural flavor) (sulphites)."
hellofresh,SuperQuick Chorizo-and-Egg Tacos,"Calories 910kcal, Fat 52g, Saturated Fat 19g, Carbohydrate 66g, Sugar 17g, Dietary Fiber 5g, Protein 47g, Cholesterol 500mg, Sodium 1870mg, Trans Fat 0.5g, Potassium 1100mg, Calcium 450mg, Iron 7mg",,SuperQuick,,"Chorizo Sausage uncased 250 g, Egg (Contains Egg) 4 unit(s), Flour Tortillas (Contains Wheat SulphitesMay contain Tree nuts Egg Milk Sesame Soy) 6 unit(s), Sweet Bell Pepper 1 unit(s), Yellow Onion chopped 56 g, Cilantro 7 g, Feta Cheese crumbled (Contains Milk) ¼ cup, Chipotle Sauce (Contains Egg Milk Mustard SoyMay contain Tree nuts Egg Milk Sesame Soy Sulphites Fish Wheat Gluten Mustard Crustaceans) 2 tbsp, Mexican Seasoning (May contain Tree nuts Milk Sesame Soy Sulphites Wheat Mustard Triticale Peanuts) 1 tbsp","These speedy tacos come together in a snap! Cook up chorizo with peppers, pre-chopped onions and Mexican Seasoning to fill each bite with bold flavour. Ingredients: Chorizo sausage (pork, water, sugars (dextrose), spices, salt, paprika, potassium chloride, potassium phosphate, flavour, dehydrated onion, dehydrated garlic, sodium erythorbate, sodium diacetate, paprika extractives, spice extractives, bakon Hfbn) • Grade A egg • Flour tortillas (wheat flour, water, canola oil, salt, sugar, soybean oil, mono- and diglycerides, sodium acid pyrophosphate, calcium propionate, potassium sorbate, sodium bicarbonate, potassium bicarbonate, sodium aluminum phosphate, calcium lactate, sodium aluminum sulfate, enriched wheat flour, cornstarch, fumaric acid, potassium chloride, seasoning (autolyzed yeast, ammonium chloride), guar gum, monocalcium phosphate, l-cysteine hydrochloride, amylase, enzymes, sodium metabisulphite) (wheat, sulphites) • Sweet bell pepper • Yellow onion • Chipotle sauce (water, canola and/or soybean oil, sugars (sugar, fancy molasses), tomato paste, vinegar, salt, dehydrated garlic, chili powder, sour cream powder [modified milk ingredients, bacterial culture, lactic acid, citric acid, tocopherols, ascorbyl palmitate], modified corn starch, frozen egg yolk, lactic acid, buttermilk powder, onion powder, mustard flour, ancho chili pepper, smoked paprika, concentrated lemon juice, paprika oleoresin, polysorbate 60, caramel, potassium sorbate, sodium benzoate, soy lecithin, xanthan gum, calcium disodium EDTA, spices, spice extract) (milk, soy, egg, mustard) • Feta cheese (pasteurized milk, partly skimmed milk, water, salt, lipase, bacterial culture, microbial enzyme, cellulose, natamycin, calcium chloride) (milk) • Mexican seasoning (spices, paprika powder, sugar (sugar, maltodextrin), salt, tomato powder, garlic powder, herbs, canola oil, silicon dioxide) • Cilantro."
hellofresh,SuperQuick BBQ Chicken Sandwiches,"Calories 640kcal, Fat 21g, Saturated Fat 3.5g, Carbohydrate 64g, Sugar 22g, Dietary Fiber 5g, Protein 47g, Cholesterol 130mg, Sodium 1610mg, Trans Fat 0.1g, Potassium 1000mg, Calcium 125mg, Iron 4.5mg",,SuperQuick,,"Chicken Breast Tenders 310 g, Artisan Bun (Contains Soy Wheat MilkMay contain Mustard Sesame Soy Sulphites Egg Milk) 2 unit(s), BBQ Sauce (Contains MustardMay contain Sesame Soy Sulphites Egg Milk Gluten Wheat Crustaceans Fish) 4 tbsp, Coleslaw Cabbage Mix 170 g, Ranch Dressing (Contains Milk EggMay contain Mustard Sesame Soy Sulphites Wheat Fish Tree nuts) 4 tbsp, BBQ Seasoning (Contains SulphitesMay contain Mustard Sesame Soy Milk Wheat Tree nuts Peanuts) 1 tbsp, Dill Pickle sliced 90 mL","Quick to make and full of flavour, these sandwiches pack a classic BBQ punch! Sweet and smoky sauce smothers quick-to-broil chicken breast tenders, while dill pickles add zesty tang to every bite. Ingredients: Chicken tenders • Coleslaw mix (carrot, green cabbage, red cabbage) • Artisan bun (enriched wheat flour, water, canola oil, yeast, sugar, invert sugar, salt, vinegar, citrus fiber, mono- and diglycerides of fatty acids, soy flour, calcium carbonate, sodium stearoyl-2-lactylate, monocalcium phosphate, amylase, xylanase, ascorbic acid, dough softener, potassium sorbate, calcium propionate, calcium sulphate, dried durum wheat sourdough (milled durum wheat products, bacterial culture), xanthan gum, guar gum) (milk, soy, wheat) • Dill pickles (cucumbers, water, vinegar, salt, calcium chloride, sodium benzoate, spices, natural flavors, polysorbate 80, turmeric) • BBQ sauce (sugars (sugar/glucose-fructose, blackstrap molasses, brown sugar), tomato paste, vinegar, water, salt, modified corn starch, mustard, modified tapioca starch, mustard bran, chili peppers, soybean oil, garlic powder, onion powder, hydrolyzed corn protein, spices, seasoning, natural flavour, xanthan gum, caramel, citric acid, malic acid, sodium benzoate) (mustard) • Ranch dressing (canola and/or soya oil, buttermilk (partly skimmed milk, salt, bacterial culture), white vinegar, water, sugar, salt, frozen egg yolk, spices, polysorbate 60, xanthan gum, natural flavour, monosodium glutamate, lactic acid, sodium benzoate, calcium lactate, calcium disodium EDTA) (egg, milk) • BBQ seasoning (sugar (sugar, maltodextrin, brown sugar, molasses powder), salt, tomato powder, paprika powder, spices, garlic powder, onion powder, worcestershire sauce powder (maltodextrin, worcestershire sauce (distilled vinegar, molasses, corn syrup, salt, caramel color, garlic powder, sugar, spices(celery seed), tamarind, natural flavor, sulphite), silicon dioxide), canola oil, citric acid, herbs, sodium diacetate, silicon dioxide (anti-caking agent), natural flavor) (sulphites)."
hellofresh,SuperQuick Creamy Garlic Veggie Gnocchi,"Calories 900kcal, Fat 47g, Saturated Fat 24g, Carbohydrate 92g, Sugar 11g, Dietary Fiber 9g, Protein 24g, Cholesterol 125mg, Sodium 990mg, Trans Fat 1g, Potassium 900mg, Calcium 250mg, Iron 4.5mg",,"SuperQuick, Low CO2",,"Gnocchi (Contains Wheat EggMay contain Fish Gluten Milk Mustard Soy Sulphites Crustaceans) 350 g, Green Beans 170 g, Green Peas 56 g, Parmesan Cheese shredded (Contains Milk) ¼ cup, Panko Breadcrumbs (Contains WheatMay contain Gluten Wheat) ⅓ cup, Garlic Puree (May contain Fish Gluten Milk Mustard Soy Sulphites Crustaceans Wheat Sesame Tree nuts Egg) 1 tbsp, Cream Cheese (Contains Milk) 1 unit(s), Cream (Contains Milk) 113 mL, Garlic Spread (May contain Milk Soy Sulphites) 1 tbsp","Treat yourself to a speedy, 15-minute meal with this creamy veggie gnocchi! Tender gnocchi is tossed in a luscious cream sauce and topped with fresh green beans. Finished with crispy panko and Parmesan topping, this dish offers delightful crunch and rich flavour in every bite. Ingredients: Gnocchi (mashed potatoes (water, potato flakes, turmeric), flour, dehydrated potato flakes (contains soy monoglycerides, sodium acid pyrophosphate, citric acid), liquid whole egg, water, durum wheat semolina, canola oil, salt, cultured dextrose (contains maltodextrin)) (egg, wheat) • Green beans • 35% Cream (cream, milk, dextrose, cellulose gel, carrageenan, mono and diglycerides, cellulose gum, polysorbate 80, sodium citrate, disodium phosphate) (milk) • Green peas • Cream cheese (milk ingredients, modified milk ingredients, salt, bacterial culture, lactic acid, guar gum, carob bean gum, xanthan gum, potassium sorbate) (milk) • Parmesan cheese (pasteurized milk, modified milk ingredients, water, modified corn starch and/or potato starch, cheese (milk, bacterial culture, salt, microbial enzyme, lipase), salt, citric acid, sodium phosphate, lactic acid, flavour, sodium citrate, potassium sorbate, caramel colour, beta-carotene, anticaking blend (potato starch, corn starch, dextrose, calcium sulfate, cellulose, natamycin, enzyme)) (milk) • Panko breadcrumbs (bleached wheat flour, yeast, sugar, salt) (wheat) • Garlic puree (garlic puree, soybean oil, water, citric acid, phosphoric acid, xanthan gum, potassium sorbate, sodium benzoate) • Garlic spread (margarine (soybean oil, water, modified palm and palm kernel oils, salt, vegetable monoglycerides, soy lecithin, potassium sorbate, natural flavour, citric acid, annatto and turmeric, vitamin A palmitate, vitamin D2), garlic, onion powder, water, salt, vegetable mono and diglycerides, maltodextrin, citric acid, parsley, natural flavour, xanthan gum, potassium sorbate, natural colour, vitamin E) (soy)."
hellofresh,SuperQuick Biriyani-Inspired Beef,"Calories 840kcal, Fat 43g, Saturated Fat 21g, Carbohydrate 83g, Sugar 6g, Dietary Fiber 7g, Protein 38g, Cholesterol 120mg, Sodium 700mg, Trans Fat 1g, Potassium 850mg, Calcium 225mg, Iron 7.5mg",,"Spicy, SuperQuick, New",,"Ground Beef 250 g, Basmati Rice ¾ cup, Cumin-Turmeric Spice Blend (May contain Mustard Peanuts Wheat Milk Soy Sulphites Sesame Tree nuts Triticale) 1.5 tsp, Garlic Puree (May contain Mustard Wheat Milk Soy Sulphites Sesame Tree nuts Crustaceans Fish Gluten Egg) 1 tbsp, Yogurt Sauce (Contains Milk) 6 tbsp, Mirepoix 113 g, Indian Spice Mix (May contain Mustard Peanuts Wheat Milk Soy Sulphites Sesame Tree nuts Triticale) 1 tbsp, Cilantro 7 g, Crispy Shallots (Contains WheatMay contain Gluten) 28 g, Green Peas 56 g, Curry Paste (May contain Mustard Wheat Milk Soy Sulphites Sesame Tree nuts Crustaceans Fish Gluten Egg) 2 tbsp","Ground beef is cooked with warm Indian-inspired spices and paired with buttery cumin-turmeric rice for this quick and delicious dinner. Cilantro, crispy shallots and a drizzle of yogurt sauce are the perfect finishing touches. Ingredients: Ground beef • Basmati rice • Mirepoix (carrot, onion, celery) • Yogurt sauce (cream, pasteurized milk, milk protein concentrate, yogurt (partly skimmed milk, skim milk powder, bacterial culture), sour cream (milk ingredients, modified corn starch, guar gum, carrageenan, locust bean gum, sodium citrate, bacterial culture), cucumber, garlic, lemon, vinegar, modified cornstarch, water, canola oil, salt, white pepper, herbs, potassium sorbate) (milk) • Green peas • Mild curry paste (water, onions, tomato paste, vinegar, vegetable oil, garlic, modified corn starch, garlic powder, salt, curry powder, spices, xanthan gum, citric acid, caramel, potassium sorbate, sodium benzoate) • Crispy shallots (onion, palm oil, wheat flour, salt) (wheat) • Garlic puree (garlic puree, soybean oil, water, citric acid, phosphoric acid, xanthan gum, potassium sorbate, sodium benzoate) • Indian spice blend (spices, coriander, garlic powder, salt, chili powder, oleoresin paprika, canola oil, silicon dioxide) • Cilantro • Cumin-turmeric blend (cumin, turmeric, silicon dioxide)."
hellofresh,Savoury Sausage and Caramelized Onion Roll-Ups Appetizer,"Calories 1090kcal, Fat 54g, Saturated Fat 11g, Carbohydrate 110g, Sugar 11g, Dietary Fiber 8g, Protein 43g, Cholesterol 195mg, Sodium 2030mg, Trans Fat 0.2g, Potassium 900mg, Calcium 250mg, Iron 10mg",,,,"Mild Italian Sausage uncased (May contain Mustard Soy Wheat Egg Milk) 250 g, Pizza Dough (Contains WheatMay contain Mustard Soy Egg Milk Sesame Sulphites Barley) 340 g, Sage and Thyme 14 g, Onion sliced 113 g, Whole Grain Mustard (Contains MustardMay contain Soy Wheat Egg Milk Sesame Sulphites Crustaceans Gluten Fish) 4 tbsp, Mayonnaise (Contains Mustard EggMay contain Mustard Soy Wheat Milk Sesame Sulphites Crustaceans Gluten Fish) 4 tbsp, Egg (Contains Egg) 1 unit(s), All-Purpose Flour (Contains WheatMay contain Mustard Soy Egg Milk Sesame Sulphites Crustaceans Gluten Fish Tree nuts Peanuts) 2 tbsp, Leek 1 unit(s)","These pizza dough roll-ups are packed with savoury sausage, fragrant sage and caramelized onions, and then baked to golden perfection. They're the perfect complement to the tangy mustard dipping sauce served alongside. Ingredients: Pizza dough (enriched wheat flour (wheat flour, niacin, reduced iron, ascorbic acid, thiamine mononitrate, riboflavin, amylase, folic acid), water, semolina, canola oil, sugar, yeast, salt, calcium propionate, sodium stearoyl-2- lactylate, calcium sulphate) (wheat) • Mild Italian sausage (pork, spices, salt, sugars (sugar, dextrose), onion, dehydrated garlic, flavour, sunflower oil, water) • Yellow onion • Leek • Whole grain mustard (water, white vinegar, mustard seeds, white wine vinegar, salt, sugar, mustard bran, citric acid, turmeric, spices, spice extract, natural flavour, xanthan gum) (mustard) • Mayonnaise (canola and/or soy oil, liquid whole egg, frozen egg yolk, water, salt, sugar, vinegar, concentrated lemon juice, spice extract, mustard, lactic acid, calcium disodium EDTA) (mustard, egg) • Grade A egg • All-purpose flour (wheat) • Herb mix (sage, thyme)."
hellofresh,Ready-to-Heat: Sage Chicken & Maple Butter Sweet Potatoes,"Calories 600kcal, Fat 22g, Saturated Fat 8g, Carbohydrate 58g, Sugar 14g, Dietary Fiber 8g, Protein 42g, Cholesterol 135mg, Sodium 650mg, Trans Fat 0.3g, Potassium 1700mg, Calcium 125mg, Iron 2.5mg",,Quick,,Sage Chicken & Maple Butter Sweet Potatoes (Contains Sulphites Milk) 2 unit(s),"Meal is pre-cooked and ships ready-to-heat in your oven or microwave. All the best-loved flavors of Thanksgiving (sans the turkey!) mingle in this magnificent meal. Grilled chicken breast, seasoned with sage and black pepper, is served over creamy celery root puree (with heavy cream, cream cheese, and white pepper). On the side, there’s maple-butter-topped roasted sweet potatoes and a tangy, no-sugar-added cranberry sauce spiced with cinnamon, ginger, and orange zest. One bite will have you feeling pretty darn thankful. Ingredients: Sweet potato • Chicken breast • Celery root • Sugars (orange juice, maple syrup, coconut palm sugar) • Whole cranberries • Spanish onion • Whole milk • Heavy cream (milk) • Olive oil • Cream cheese (milk ingredients, salt, locust bean gum, bacterial culture) • Butter (milk) • Minced garlic (water, dehydrated garlic, citric acid) • Sea salt • Lemon juice • Black pepper • Sage • Rosemary • Thyme • White pepper • Cinnamon • Nutmeg • Cardamom • Ground ginger (sulphites) • Cloves."
hellofresh,Ready-to-Heat: Classic Beef Bolognese,"Calories 450kcal, Fat 23g, Saturated Fat 8g, Carbohydrate 35g, Sugar 9g, Dietary Fiber 6g, Protein 22g, Cholesterol 95mg, Sodium 830mg, Trans Fat 0.5g, Potassium 1000mg, Calcium 150mg, Iron 3.5mg",,Quick,,Classic Beef Bolognese (Contains Sulphites Egg Milk) 2 unit(s),"Meal is pre-cooked and ships ready-to-heat in your oven or microwave. At the end of a long day, this Italian dinner is the perfect solution when you’re craving comfort food. Beef Bolognese sauce, slow-simmered, enriched with cream, and served over fusilli noodles is at the heart of this meal. The sauce is prepared with a red wine reduction, Italian seasoning, and Parmesan cheese for wonderful depth of flavour. A side of garlicky, tender zucchini and carrots complements this pasta dinner. Ingredients: Zucchini • Red lentil fusilli (water, red lentil flour, potato starch, tapioca starch, whole egg, egg white, xanthan gum, salt) • Ground beef • Carrots • Concentrated tomatoes (vine-ripened fresh tomatoes, salt, naturally derived citric acid) • Water • Heavy cream (milk) • Olive oil • Minced garlic (water, dehydrated garlic, citric acid) • Cabernet wine (sulphites) • Spanish onion • Parmesan cheese (pasteurized milk, modified milk ingredients, salt, bacterial culture, calcium chloride, microbial enzyme, lipase, cellulose, natamycin) • Roasted garlic (garlic, olive oil) • Celery • Parmesan cheese (milk, modified milk ingredients, bacterial culture, salt, lipase, calcium chloride, rennet and/or microbial enzyme, powdered cellulose, parmesan flavour (natural)) • Brown stock (veal broth, carrot, onion, tomato paste, celery, leek, garlic, spices) • Tomato paste (vine-ripened fresh tomatoes, naturally derived citric acid) • Sea salt • Basil • Garlic powder • Black pepper • Onion powder • Rosemary • Oregano • Crushed red pepper flakes • Garlic • Dried chives • Dried basil • Italian seasoning (marjoram, thyme, rosemary, savory, sage, oregano, basil)."
